subject,predicate,object,confidence,source,section,correctness,relevance,well_formedness,normalized_score,rationale,error
alzheimer_s_disease,leads_to,dementia,0.6555816411972046,span,introduction,5,5,5,1.0,"Alzheimer’s disease leading to dementia is accurate, meaningful, and structurally sound.",
body_mass_index,risk_factor_of,diabetes,0.655417761206627,span,statistical analysis,5,5,5,1.0,High BMI is a well‑established risk factor for type 2 diabetes and the triple is accurate and well‑formed.,
obesity,risk_factor_of,diabetes_mellitus,0.6551324635744096,span,evidence before this study,5,5,5,1.0,Obesity is a well-established risk factor for type 2 diabetes mellitus.,
education,risk_factor_of,global_cognitive_function,0.6547465354204178,span,associations between plasma vlsfas and cognitive function,5,5,5,1.0,Education is a well-known protective factor associated with better global cognitive function.,
aberrant_methylation,causes,altered_gene_expression,0.6543680727481842,span,introduction,5,5,5,1.0,"Aberrant methylation causally altering gene expression is a well-established, specific, and well-formed statement.",
sex,risk_factor_of,dementia,0.6540111213922501,span,statistical analysis,5,5,5,1.0,Biological sex is associated with dementia risk and is a meaningful demographic risk factor.,
age,risk_factor_of,dementia,0.653056836128235,span,statistical analysis,5,5,5,1.0,Age is a well‑established demographic risk factor for dementia and the triple is well formed.,
alcohol_consumption,associated_with,dementia,0.65266872048378,span,discussion,5,5,5,1.0,"Alcohol consumption, especially heavy use, is plausibly and well-establishedly associated with increased dementia risk, and the triple is well-formed and informative.",
family_history,risk_factor_of,alzheimer_s_disease_and_dementia,0.6515370935201645,span,1 background,5,5,5,1.0,Family history plausibly increases risk for Alzheimer's disease and related dementias and the triple is well structured.,
a_β,measured_by,pet_scans,0.6513456284999848,span,study participants,5,5,5,1.0,"Amyloid-β is measured by PET scans (amyloid PET), which is a clear, correct, and well-formed relation.",
mild_cognitive_impairment,leads_to,dementia,0.6511941760778428,span,introduction,5,5,5,1.0,"Mild cognitive impairment often progresses to dementia, making this a correct and relevant relation.",
processing_speed,measured_by,digit_symbol_substitution_test,0.6496198982000352,span,cognitive function variables,5,5,5,1.0,"The DSST is a well-established test of processing speed, so this is accurate and well-formed.",
diabetes,risk_factor_of,cognitive_impairment,0.6495941489934922,span,an observational study,5,5,5,1.0,Diabetes is a recognized risk factor for cognitive impairment and the triple matches the schema.,
modifiable_risk_factors,risk_factor_of,dementia,0.6489956557750702,span,data sources,5,5,5,1.0,Accurate and well-formed: modifiable risk factors are risk factors for dementia.,
age,risk_factor_of,global_cognitive_function,0.6484486639499665,span,associations between plasma vlsfas and cognitive function,5,5,5,1.0,Age is a well-established risk factor affecting global cognitive function.,
hearing_loss,treated_by,hearing_aids,0.6483762025833131,span,discussion,5,5,5,1.0,"Hearing loss is commonly treated with hearing aids, so this is accurate, relevant and well-formed.",
obesity,risk_factor_of,alzheimer_s_disease,0.6472834676504136,span,keywords,5,5,5,1.0,"Obesity is a recognized risk factor for dementia including Alzheimer’s, making this a correct, relevant, and well-formed triple.",
neuronal_death,leads_to,cognitive_decline,0.6470355421304703,span,discussion,5,5,5,1.0,Loss of neurons (neuronal death) is a well-established cause of cognitive decline.,
nfl,measured_by,simoa,0.646621721982956,span,measurements of plasma ad biomarkers,5,5,5,1.0,"Neurofilament light (nfl) is commonly measured using the SIMOA single-molecule assay, so this is accurate, specific, and well-formed.",
excessive_alcohol_consumption,risk_factor_of,dementia,0.6461951196193696,span,evidence before this study,5,5,5,1.0,"Excessive alcohol consumption is a well-established modifiable risk factor for dementia, making this correct, relevant, and well-formed.",
alzheimer_s_disease,causes,dementia,0.6459010124206543,span,discussion,5,5,5,1.0,"Alzheimer's disease causing dementia is a clear, accurate, and well-formed disease→disease relation.",
hypertension,risk_factor_of,dementia,0.6454706996679307,span,search strategy and selection criteria,5,5,5,1.0,"Hypertension is an established risk factor for dementia, so this is accurate, relevant, and well-formed.",
dementia,causes,disability,0.6451024770736695,span,introduction,5,5,5,1.0,"Dementia causing disability is a well-established, informative, and properly formed disease→outcome causal relation.",
tobacco_exposure,risk_factor_of,cns_disease,0.6447567820549012,span,restricted cubic splines,5,5,5,1.0,"Tobacco exposure is a well‑established risk factor for various CNS diseases, making this claim accurate, relevant, and well formed.",
physical_inactivity,risk_factor_of,dementia,0.6440502464771272,span,implications of all the available evidence,5,5,5,1.0,Physical inactivity is a known modifiable risk factor for dementia and the triple is clear and appropriate.,
aerobic_exercise,improves,crf,0.6440420657396317,span,gray matter volume,5,5,5,1.0,"Aerobic exercise improving CRF is a well-established, well-formed treatment→biomarker statement.",
sporting_injuries,causes,tbi,0.6438926637172699,span,traumatic brain injury,5,5,5,1.0,"Sporting injuries commonly cause traumatic brain injury, so this is a accurate, relevant, and well-formed claim.",
tbi,causes,dementia,0.6435152351856233,span,strengths and limitations,5,5,5,1.0,"Traumatic brain injury is well-established as increasing risk of later dementia, making this a correct, relevant, and well-formed causal statement.",
cognitive_function,measured_by,semantic_memory,0.6430514365434647,span,cognitive function,5,5,5,1.0,Semantic memory is a cognitive domain and tasks probing it are valid measures of cognitive function.,
diabetes,treated_by,tailored_lifestyle_interventions,0.6424975126981736,span,articles,5,5,5,1.0,Tailored lifestyle interventions are a plausible and well-formed treatment approach for (type 2) diabetes.,
physically_active,prevents,diabetes,0.6421783775091172,span,results,5,5,5,1.0,"Same claim as (1) with a slightly different subject tokenization — correct, relevant and well-formed.",
low_socioeconomic_status,risk_factor_of,dementia,0.6421513319015504,span,introduction,5,5,5,1.0,"Low socioeconomic status is a documented risk factor for dementia, making this accurate, relevant, and well formed.",
cardiovascular_risk_factors,risk_factor_of,dementia,0.6414759516716004,span,statistical analysis,5,5,5,1.0,Cardiovascular risk factors are well-known contributors to dementia risk and the triple is clear and relevant.,
apoe_genotype,risk_factor_of,alzheimer_disease,0.641283455491066,span,discussion,5,5,5,1.0,APOE genotype is a well-established risk factor for Alzheimer disease and the triple is well-formed.,
hypertension,risk_factor_of,alzheimer_s_disease,0.6409911394119263,span,keywords,5,5,5,1.0,"Midlife hypertension is a documented risk factor for Alzheimer’s disease, so this is accurate and well-formed.",
age,risk_factor_of,dementia,0.640467530488968,span,4 discussion,5,5,5,1.0,"Age increases risk of dementia generally, making this a correct, relevant, and well‑formed statement.",
neurodegeneration,causes,dementia,0.639911910891533,span,objective of this paper,5,5,5,1.0,Neurodegeneration causing dementia is a well-supported and clearly expressed causal relationship.,
physical_exercise,improves,cognition,0.6393668860197068,span,introduction,5,5,5,1.0,Physical exercise reliably improves cognition in many studies and the triple is clear and well aligned with the schema.,
degenerative_processes,affects,white_matter_microstructure,0.6392952650785446,span,discussion,5,5,5,1.0,"Degenerative processes are well known to affect white matter microstructure, making this accurate, relevant, and well formed.",
potentially_modifiable_risk_factors,risk_factor_of,dementia,0.6391726016998291,span,introduction,5,5,5,1.0,"Potentially modifiable risk factors being risk factors for dementia is accurate, informative, and fits the schema.",
multifocal_ischemic_lesions,leads_to,cognitive_impairment,0.6386573493480683,span,results,5,5,5,1.0,"Multifocal ischemic lesions leading to cognitive impairment is a well-supported, specific, and well-formed clinical relation.",
dementia,affects,older_adults,0.6384326279163361,span,conclusion,5,5,5,1.0,Accurate and central fact—dementia predominantly affects older adults.,
smoking,risk_factor_of,dementia,0.6382729023694993,span,implications of all the available evidence,5,5,5,1.0,Smoking is a well-established lifestyle risk factor for dementia and the triple matches the schema.,
smoking,risk_factor_of,dementia,0.6371192395687104,span,introduction,5,5,5,1.0,Smoking is a known risk factor for dementia and the relation and entities are clear.,
genetics,risk_factor_of,alzheimer_s_disease_and_dementia,0.6369153887033463,span,1 background,5,5,5,1.0,"Genetics plausibly contributes to Alzheimer's disease and some dementias, and the triple fits the schema.",
genetic_risk,risk_factor_of,dementia,0.6366536974906922,span,introduction,5,5,5,1.0,"Genetic risk as a risk factor for dementia is a clear, accurate, and well-formed statement.",
hypertension,treated_by,antihypertensive_medications,0.6361425548791886,span,4.1 differences in risk by sex,5,5,5,1.0,"Antihypertensive medications are a standard treatment for the disease hypertension, so this is accurate, relevant, and well-formed.",
low_education,risk_factor_of,dementia,0.6357606083154679,span,introduction,5,5,5,1.0,Low education is a well-recognized demographic risk factor for dementia and the triple fits the schema cleanly.,
age,risk_factor_of,alzheimer_s_disease_and_dementia,0.6354719579219819,span,1 background,5,5,5,1.0,Age is a clear risk factor for both Alzheimer's disease and dementia and the triple is well formed.,
hearing_loss,risk_factor_of,dementia,0.6353060215711595,span,introduction,5,5,5,1.0,"Hearing loss is a well-established, plausible modifiable risk factor for dementia and the triple matches the expected schema.",
occupational_cognitive_complexity,measured_by,occupational_information_network,0.6350857615470886,span,2.2.3occupational complexity,5,5,5,1.0,"Occupational cognitive complexity is commonly measured using the Occupational Information Network (O*NET), so this is accurate, relevant, and well-formed.",
smoking,risk_factor_of,cognitive_impairment,0.6328801423311234,span,3.2. univariate analysis,5,5,5,1.0,"Smoking is a known risk factor linked to cognitive decline and is a relevant, well-formed relation.",
cognitive_decline,measured_by,mmse,0.6319647043943406,span,introduction,5,5,5,1.0,"The MMSE is widely used to measure cognitive decline, making this accurate, relevant, and well structured.",
depression,risk_factor_of,dementia,0.6316612571477891,span,background,5,5,5,1.0,"Stating depression is a risk factor for dementia is factually accurate, informative, and well-formed (disease → risk_factor_of → disease).",
hypertension,risk_factor_of,alzheimer_s_disease,0.6315886110067368,span,1 background,5,5,5,1.0,Hypertension is a well-established vascular risk factor for Alzheimer disease and the triple is well-formed.,
cognitive_function,measured_by,prospective_memory,0.6313933491706849,span,cognitive function,5,5,5,1.0,Prospective memory refers to a cognitive domain and tests of it measure cognitive function.,
neuroimaging,predicts,dementia,0.6304434001445771,span,objective of this paper,5,5,5,1.0,"Neuroimaging is widely used to predict dementia risk, so the claim is accurate, relevant, and well-formed.",
alcohol,causes,hippocampal_atrophy,0.6303485393524171,span,introduction,5,5,5,1.0,"Alcohol causing hippocampal atrophy is a plausible and specific claim supported by evidence, especially for heavy use.",
age,risk_factor_of,dementia,0.628649315237999,span,introduction,5,5,5,1.0,Increasing age is a well‑established risk factor for dementia.,
smoking,risk_factor_of,dementia,0.6286156535148621,span,discussion,5,5,5,1.0,Smoking is associated with increased dementia risk and the triple is clear and well-formed.,
age,risk_factor_of,dementia,0.6284565538167954,span,statistical analysis,5,5,5,1.0,"Increasing age is a major, well‑known risk factor for dementia and the triple is well formed.",
cognitive_function,measured_by,temporal_orientation,0.6264268368482591,span,cognitive function,5,5,5,1.0,Temporal orientation (orientation to time) is a standard cognitive measure of cognitive function.,
alzheimer_s_disease,causes,structural_changes,0.6255612373352051,span,discussion,5,5,5,1.0,"Alzheimer's disease is well established to cause structural brain changes, so this is a accurate, relevant, and well-formed claim.",
low_education,risk_factor_of,dementia,0.6242711424827576,span,paf trajectory in england,5,5,5,1.0,"Low education is a recognized risk factor for dementia (cognitive reserve hypothesis), making this a clear, relevant triple.",
age,risk_factor_of,dementia,0.6237141400575639,span,introduction,5,5,5,1.0,Age is a clear risk factor for dementia and the triple is accurate and well formed.,
aerobic_exercise,improves,cognitive_function,0.6230712592601777,span,introduction,5,5,5,1.0,Aerobic exercise improving cognitive function is well-supported and clearly expressed.,
physical_inactivity,risk_factor_of,dementia,0.6229420214891435,span,introduction,5,5,5,1.0,Physical inactivity is a recognized risk factor for dementia and the triple matches the schema.,
tbi,risk_factor_of,dementia,0.6224737077951432,span,paf trajectory in china,5,5,5,1.0,"TBI is widely recognized as a risk factor for dementia, making this a correct, relevant, and well-formed triple.",
less_education,risk_factor_of,dementia,0.6223147839307785,span,discussion,5,5,5,1.0,Lower education is a well-established risk factor for dementia and the triple is precise and relevant.,
age,risk_factor_of,incident_all-cause_dementia,0.6213285356760025,span,sensitivity analysis,5,5,5,1.0,Age is a well‑established risk factor for incident all‑cause dementia and fits the schema.,
hypertension,risk_factor_of,alzheimer_s_disease_related_dementias,0.6211001455783844,span,introduction,5,5,5,1.0,"Midlife hypertension is a well-established risk factor for Alzheimer disease and related dementias, so this claim is accurate, informative, and well-formed.",
hypertension,leads_to,brain_atrophy,0.6206260681152345,span,discussion,5,5,5,1.0,Chronic hypertension is well documented to contribute to brain atrophy and the triple is a clear disease→outcome relation.,
bmi,risk_factor_of,cardiovascular_disease,0.6202759057283402,span,articles,5,5,5,1.0,"Body mass index is a well‑established risk factor for cardiovascular disease, making this an accurate, relevant, and well‑formed triple.",
excessive_alcohol_use,risk_factor_of,dementia,0.6202359855175019,span,articles,5,5,5,1.0,Excessive alcohol use is a well‑recognized risk factor for dementia and the triple is precise and well structured.,
multifocal_ischemic_lesions,leads_to,dementia,0.6198838531970978,span,results,5,5,5,1.0,"Multifocal ischemic lesions can lead to dementia (vascular dementia), making this a accurate, relevant, and well-formed triple.",
global_cognition,measured_by,mmse,0.6198261857032776,span,statistical analyses,5,5,5,1.0,"Global cognition is commonly measured by the MMSE, so the claim is accurate, informative, and well structured.",
degeneration,affects,visual_pathway_structures,0.6194395452737809,span,4 | discussion,5,5,5,1.0,"Clear, accurate, and well‑formed statement that degeneration can affect visual pathway structures.",
hearing_loss,risk_factor_of,dementia,0.6191036462783814,span,statement of principal findings,5,5,5,1.0,"Hearing loss is a well-established, plausible modifiable risk factor for dementia and fits the schema precisely.",
smoking,risk_factor_of,alzheimer_s_disease,0.6188210278749466,span,1 background,5,5,5,1.0,"Smoking is a recognized risk factor for cognitive decline and dementia, including Alzheimer disease, and the triple is clear.",
granule_cell_layer,part_of,dentate_gyrus,0.6187166929244996,span,1. introduction,5,5,5,1.0,The granule cell layer is a canonical component of the dentate gyrus.,
mild_cognitive_impairment,causes,cognitive_deficits,0.6185305029153825,span,keywords,5,5,5,1.0,"Mild cognitive impairment does cause cognitive deficits, making this a correct, relevant, and well-formed triple.",
age,risk_factor_of,sarcopenia,0.6181709975004197,span,demographics,5,5,5,1.0,Age is a well-established demographic risk factor for sarcopenia and fits the schema.,
endurance_training,affects,brain,0.6178398787975312,span,introduction,5,5,5,1.0,"Endurance training plausibly and well supported to affect the brain, and the triple fits schema.",
chronic_hypertension,affects,cognition,0.6171340554952622,span,discussion,5,5,5,1.0,Chronic hypertension is a well-known risk factor that adversely affects cognition and the triple is well-formed.,
model_fit,measured_by,root_mean_square_error_of_approximation,0.6169120967388153,span,articles,5,5,5,1.0,"RMSEA (root mean square error of approximation) is a standard metric for model fit, so this is accurate, relevant, and well-formed.",
being_physically_active,prevents,diabetes,0.6166712820529938,span,results,5,5,5,1.0,Being physically active (a lifestyle) plausibly prevents type 2 diabetes and the triple is well-formed and informative.,
crf,associated_with,global_cognition,0.6166084736585618,span,archives of rehabilitation research and clinical translation,5,5,5,1.0,"CRF's association with global cognition is plausible and a meaningful, well-formed claim.",
bmi,risk_factor_of,hypertension,0.6164145976305009,span,statistical analyses,5,5,5,1.0,BMI is a well-established measurable factor associated with increased risk of hypertension and is expressed clearly.,
family_history_of_dementia,risk_factor_of,dementia,0.6159724801778794,span,4. discussion,5,5,5,1.0,"Family history of dementia is a well-established risk factor for dementia, and the triple is specific and well-formed.",
gut_microbiome,affects,neurodevelopment,0.6158332735300065,span,discussion,5,5,5,1.0,Supported by preclinical and some human evidence that the gut microbiome can influence neurodevelopment.,
age,risk_factor_of,alzheimer_s_disease,0.6158148527145386,span,predicting dementia,5,5,5,1.0,Older age is a well-established risk factor for Alzheimer’s disease and the triple fits the schema.,
depression,risk_factor_of,dementia,0.6157209336757661,span,introduction,5,5,5,1.0,Depression (especially in midlife) is plausibly associated with increased dementia risk and the triple is well-formed.,
social_isolation,risk_factor_of,dementia,0.615272691845894,span,introduction,5,5,5,1.0,Social isolation/loneliness is associated with higher dementia risk and the triple is precise and appropriate.,
physical_inactivity,risk_factor_of,alzheimer_s_disease,0.6152687549591065,span,statistical analyses,5,5,5,1.0,"Physical inactivity is a well-established lifestyle risk factor for Alzheimer disease, making this accurate and well formed.",
obesity,risk_factor_of,alzheimer_s_disease_related_dementias,0.6149103671312333,span,introduction,5,5,5,1.0,"Obesity is associated with increased risk of Alzheimer disease–related dementias, so the statement is accurate, meaningful, and properly structured.",
physical_inactivity,risk_factor_of,alzheimer_s_disease,0.6145212233066559,span,keywords,5,5,5,1.0,"Physical inactivity is a recognized lifestyle risk factor for cognitive decline and Alzheimer’s, so this is accurate and well-formed.",
age,risk_factor_of,all-cause_dementia,0.6144840300083161,span,sensitivity analysis,5,5,5,1.0,Age is a clear and relevant risk factor for all‑cause dementia.,
mental_flexibility,part_of,executive_functioning,0.6136987686157227,span,outcome variables,5,5,5,1.0,"Mental flexibility (set shifting) is a core component of executive functioning, making this statement accurate and well‑formed.",
physical_inactivity,risk_factor_of,diabetes,0.6121133625507356,span,results,5,5,5,1.0,"Physical inactivity is a clear, well-established risk factor for diabetes and fully matches the schema.",
mild_cognitive_impairment,affects,instrumental_activities_of_daily_living,0.6111246556043626,span,keywords,5,5,5,1.0,"Mild cognitive impairment can affect instrumental activities of daily living, so the triple is accurate and well-formed.",
smoking,risk_factor_of,incident_dementia,0.6103756457567215,span,introduction,5,5,5,1.0,"Smoking is a well-established risk factor for incident dementia, making this accurate, relevant, and well-formed.",
older_age,risk_factor_of,dementia,0.6097679018974305,span,3.4 feature importance,5,5,5,1.0,Older age is a clear and widely recognized risk factor for dementia in general.,
gut_microbiome,affects,cognition,0.6074550807476045,span,discussion,5,5,5,1.0,"Clear, plausible relationship that the gut microbiome can affect cognitive outcomes.",
high_blood_pressure,treated_by,antihypertensive_medication,0.607262808084488,span,exercise and dementia,5,5,5,1.0,"Hypertension is commonly treated by antihypertensive medications, a factually accurate and well-formed treatment relation.",
tbi,risk_factor_of,dementia,0.6067819803953172,span,paf trajectory in england,5,5,5,1.0,"Traumatic brain injury (TBI) is an established risk factor for later dementia, so this triple is accurate and well-formed.",
white_matter_microstructural_integrity,measured_by,psmd,0.6059087365865707,span,4.5 limitations,5,5,5,1.0,"White-matter microstructural integrity being measured by PSMD is a well-established, relevant, and well-formed biomarker→measured_by relation.",
uk_biobank,gives,comprehensive_medical_and_socio-environmental_data,0.6052641153335572,span,background,5,5,5,1.0,"UK Biobank is known to provide comprehensive medical and socio‑environmental data, making this statement accurate and well-formed.",
hippocampus,part_of,brain,0.6042783170938493,span,3.2 neuroimaging biomarkers correlate with dpoae,5,5,5,1.0,"The hippocampus is anatomically part of the brain, a correct and high-quality triple.",
modifiable_risk_factors,risk_factor_of,dementia,0.6027824461460114,span,introduction,5,5,5,1.0,"Stating that modifiable risk factors are risk factors for dementia is factually plausible, informative, and fits the schema.",
history_of_head_trauma,risk_factor_of,cognitive_impairment,0.6020517677068711,span,3.2. univariate analysis,5,5,5,1.0,A history of head trauma is a well-supported risk factor for later cognitive impairment and is well expressed here.,
physical_inactivity,risk_factor_of,dementia,0.6018962472677232,span,results,5,5,5,1.0,"Physical inactivity is an established risk factor for dementia, so this is accurate, relevant, and well-formed.",
preventive_strategies,improves,brain_health,0.6017694175243378,span,4 | discussion,5,5,5,1.0,"Clear, well-formed, and plausible claim that preventive strategies improve brain health, matching treatment→improves→outcome.",
obesity,worsens,executive_function,0.6015983879566194,span,articles,5,5,5,1.0,"Obesity worsening executive function is a well-supported, relevant, and well-formed causal/associative claim.",
genetic_risk,measured_by,polygenic_risk_score,0.6012550652027131,span,introduction,5,5,5,1.0,Genetic risk is appropriately and accurately described as being measured by a polygenic risk score.,
low_ses,risk_factor_of,dementia,0.6007001161575318,span,population characteristics,5,5,5,1.0,Low socioeconomic status is a well-established risk factor for dementia and the triple is clear and well-formed.,
diabetes_mellitus,risk_factor_of,dementia,0.6004589408636094,span,paf trajectory in china,5,5,5,1.0,"Diabetes is well-known to increase dementia risk, making this triple correct and relevant.",
dementia,occurs_in,old_age,0.5991485476493836,span,discussion,5,5,5,1.0,"Dementia commonly occurs in old age, so this is a correct, relevant, and properly structured triple.",
gut_microbiome,affects,behavior,0.595829850435257,span,discussion,5,5,5,1.0,Accurate and meaningful statement that the gut microbiome can influence behavior.,
diabetes,risk_factor_of,alzheimer’s_disease,0.5951533049345017,span,4. discussion,5,5,5,1.0,Type 2 diabetes is a well-established risk factor associated with increased Alzheimer's disease risk.,
low_education,risk_factor_of,mci,0.5947482019662857,span,introduction,5,5,5,1.0,"Low education is a recognized risk factor for cognitive impairment including MCI, so this is accurate and informative.",
white_matter_integrity,measured_by,dti-derived_measures,0.5930057018995285,span,4.3 leptin markers and white matter microstructural integrity,5,5,5,1.0,White matter integrity is a biomarker commonly measured with DTI-derived metrics.,
sleepiness,affects,cognitive_function,0.5929462522268296,span,discussion,5,5,5,1.0,"Sleepiness is a symptom that plausibly affects cognitive function, and this is a clear, well-formed claim.",
insulin_resistance,occurs_in,children,0.5923430681228639,span,discussion,5,5,5,1.0,"Insulin resistance does occur in children, especially with obesity, making this a accurate, relevant, and well-formed triple.",
older_age,risk_factor_of,incident_dementia,0.592332512140274,span,3.4 feature importance,5,5,5,1.0,Older age is a well‑established risk factor for incident dementia.,
microvascular_damage,occurs_in,brain,0.5918388992547989,span,discussion,5,5,5,1.0,"Microvascular damage commonly occurs in the brain (cerebral small vessel disease), so this is correct and well-formed.",
genetic_predisposition,risk_factor_of,alzheimer_s_disease,0.5910170257091523,span,introduction,5,5,5,1.0,"Genetic_predisposition is a well-recognized risk factor for Alzheimer_s_disease, making this a correct, relevant, and well-formed triple.",
alzheimer_s_disease_pathology,causes,dementia,0.5899528592824936,span,3.2 feature selection for model construction,5,5,5,1.0,"Alzheimer’s disease pathology is the causal basis for Alzheimer's dementia, so this is accurate and well-formed.",
previous_history_of_stroke,risk_factor_of,mci,0.5898021638393403,span,introduction,5,5,5,1.0,"Prior stroke is a credible risk factor for subsequent cognitive impairment and MCI, so the triple is correct and well-formed.",
alcohol,affects,mitochondrial_dysfunction,0.5890242367982865,span,introduction,5,5,5,1.0,"Alcohol impairs mitochondrial function and can lead to mitochondrial dysfunction, which is well supported.",
epigenetic_drift,associated_with,aging,0.5884725034236908,span,discussion,5,5,5,1.0,Epigenetic drift is well established to be associated with aging and the triple is clear and well-formed.,
aerobic_exercise_programs,affects,hippocampal_volume,0.5881012380123138,span,gray matter volume,5,5,5,1.0,"Well-supported claim that aerobic exercise programs can affect hippocampal volume, clear treatment→biomarker relation.",
cognitive_function,measured_by,semantic_verbal_fluency,0.587990152835846,span,cognitive function,5,5,5,1.0,Semantic verbal fluency is a common neuropsychological test that measures cognitive function.,
education,risk_factor_of,composite_z-scores,0.5877850532531739,span,associations between plasma vlsfas and cognitive function,5,5,5,1.0,Education (demographic) is a well-recognized predictor of composite z-scores and the triple fits the schema.,
age,risk_factor_of,hypertension,0.5877434372901917,span,statistical analyses,5,5,5,1.0,Age is a major risk factor for hypertension and the triple is accurate and well formed.,
family_history,associated_with,cognitive_impairment,0.5859881103038789,span,3.2. univariate analysis,5,5,5,1.0,Family history is a strong and relevant correlate of cognitive impairment or dementia.,
alzheimer_disease,causes,mortality,0.5858378171920777,span,introduction,5,5,5,1.0,"Alzheimer disease increases mortality risk, is informative, and is a well-formed disease→outcome claim.",
dementia,affects,hippocampus,0.5852918982505799,span,discussion,5,5,5,1.0,"Hippocampal atrophy is a hallmark of many dementias, so this is highly accurate, relevant, and well-formed.",
strokes,causes,cognitive_impairment,0.5852788001298905,span,4. discussion,5,5,5,1.0,"Strokes are a well-established cause of cognitive impairment, a clear, relevant, and well-formed causal relation.",
stroke,risk_factor_of,cognitive_impairment,0.5844370782375337,span,an observational study,5,5,5,1.0,Stroke is a known risk factor/cause of cognitive impairment and the triple is well formed.,
dementia_risk_score,predicts,dementia,0.5843005955219269,span,statistical analysis,5,5,5,1.0,"A dementia risk score is designed to predict future dementia, so the predicate 'predicts' is appropriate and informative.",
amyloid_beta,part_of,alzheimer_s_disease,0.5841958552598954,span,keywords,5,5,5,1.0,Amyloid beta is correctly represented as part of Alzheimer_s_disease and the triple is well-formed and informative.,
depression,risk_factor_of,dementia,0.5834764897823335,span,paf trajectory in england,5,5,5,1.0,"Depression, particularly midlife or late-life depression, is associated with higher dementia risk, so the triple is accurate and well-formed.",
genetic_risk,measured_by,polygenic_risk_score,0.5833319187164308,span,background,5,5,5,1.0,"Genetic risk is commonly quantified by a polygenic risk score, which is a precise, accurate, and well-formed relation.",
visuospatial_abilities,measured_by,clock_drawing_test,0.5824383825063706,span,2.2 cognitive tests and other predictors of future dementia,5,5,5,1.0,"This is a clear, accurate, and well-formed relation linking CDT to visuospatial abilities.",
cognitive_changes,associated_with,dementia,0.5822184443473817,span,2.2.4dementiaoutcomes,5,5,5,1.0,Cognitive changes being associated with dementia is a well-established and clearly stated relation.,
functional_brain_abnormalities,measured_by,brain_imaging,0.5812627702951432,span,1. introduction,5,5,5,1.0,"Functional brain abnormalities are plausibly and commonly measured by brain imaging, so this is accurate and well formed.",
obesity,causes,hypertension,0.5800907820463181,span,hypertension,5,5,5,1.0,Obesity is a well-established cause/risk factor for hypertension and the triple is clear and informative.,
age,risk_factor_of,alzheimer_s_disease,0.5798878699541092,span,discussion,5,5,5,1.0,"Age is a well-established risk factor for Alzheimer’s disease, so this is accurate, relevant, and well-formed.",
social_isolation,risk_factor_of,dementia,0.5795190691947938,span,social isolation,5,5,5,1.0,"Social isolation is a recognized risk factor for dementia generally, making this a correct, relevant, and well-formed triple.",
risk_factors,risk_factor_of,dementias,0.5793353825807572,span,added value of this study,5,5,5,1.0,"Generic risk_factors being risk_factor_of dementias is a correct, informative, and well-formed statement.",
ptsd,associated_with,dementia,0.5791938066482545,span,measures,5,5,5,1.0,There is substantive evidence that PTSD is associated with increased risk of dementia.,
aβ_accumulation,measured_by,pet,0.5787341177463532,span,discussion,5,5,5,1.0,Amyloid-β accumulation is plausibly and accurately measured by PET.,
age,risk_factor_of,dementia,0.5785077869892121,span,subgroup analyses,5,5,5,1.0,Older age is a well-established risk factor for dementia and the triple is well formed.,
obesity,risk_factor_of,hypertension,0.5779873043298722,span,evidence before this study,5,5,5,1.0,Obesity is a known risk factor for hypertension and cardiovascular disease.,
ancestral_backgrounds,measured_by,genome-wide_genetic_data,0.5765466839075089,span,study samples,5,5,5,1.0,"Ancestral backgrounds are routinely inferred from genome-wide genetic data, making this a accurate, relevant, and well-formed relation.",
n-terminal_pro-b-type_natriuretic_peptide,measured_by,elecsys_probnp_immunoassay,0.5756324112415314,span,clinical assessments and laboratory measurements,5,5,5,1.0,"NT‑proBNP is commonly measured by the Elecsys proBNP immunoassay, making this accurate, relevant, and well formed.",
nt-probnp,measured_by,elecsys_probnp_immunoassay,0.5755999565124512,span,clinical assessments and laboratory measurements,5,5,5,1.0,nt‑probnp (NT‑proBNP) measured by the Elecsys proBNP immunoassay is accurate and well specified.,
older_age,risk_factor_of,mci,0.5755060344934464,span,introduction,5,5,5,1.0,"Older age is a well-established risk factor for MCI, making this accurate and well-formed.",
family_history_of_dementia,risk_factor_of,dementia,0.5751682579517365,span,discussion,5,5,5,1.0,A family history of dementia is a well-established and clearly stated risk factor for dementia.,
phosphorylated_tau,part_of,alzheimer_s_disease,0.5748494267463684,span,keywords,5,5,5,1.0,"Phosphorylated tau is a key AD biomarker/pathology and stating it is part of Alzheimer’s disease is accurate, informative, and well-formed.",
lifestyle_factors,risk_factor_of,common_cns_disorders,0.5748306095600129,span,discussion,5,5,5,1.0,Lifestyle factors are plausibly risk factors for common CNS disorders and the triple is clear and meaningful.,
alcohol,affects,neuroinflammation,0.5747436195611955,span,introduction,5,5,5,1.0,Alcohol is well documented to modulate neuroinflammatory processes in the brain.,
traumatic_brain_injury,risk_factor_of,dementia,0.5746536314487458,span,by sex and age groups,5,5,5,1.0,"Traumatic brain injury is a well-established risk factor for later-life dementia, making this a correct, relevant, and well-formed triple.",
molecular_layer,part_of,dentate_gyrus,0.5736849039793015,span,1. introduction,5,5,5,1.0,The molecular layer is a well-known layer of the dentate gyrus.,
