subject,predicate,object,confidence
adar_alzheimer_s_disease,causes,memory_lapses,1.0
adar_alzheimer_s_disease,occurs_in,women,1.0
quality_sleep,leads_to,cognition,1.0
quality_sleep,improves,attention,1.0
quality_sleep,improves,memory,1.0
sleep_disturbances,occurs_in,older_age,1.0
loneliness,risk_factor_of,adar,1.0
sleep,measured_by,pittsburgh_sleep_quality_index,1.0
age,risk_factor_of,sleep_apnea,1.0
loneliness,leads_to,insomnia,1.0
poor_sleep,affects,immune_system_functions,1.0
poor_sleep,affects,immune_system,1.0
leptin_markers,with,cognitive_mri_indices,1.0
linear_regression_models,with,respective_neuropsychological_measure,1.0
separate_models,for,marker,1.0
mri_models,adjust_for,total_cranial_volume,1.0
mri_models,including,derived_outcomes,1.0
cognitive_models,adjust,educational_attainment,1.0
mri_models,include,dti,1.0
dti,derive,derived_outcomes,1.0
leptin,part_of,adipokine,1.0
pathological_changes,occurs_in,brain,1.0
leptin_markers,associated_with,mri,1.0
leptin_markers,predicts,mri,1.0
leptin,associated_with,mri_indices,1.0
leptin,associated_with,mri,1.0
leptin,predicts,mri,1.0
leptin,predicts,brain_imaging_measure,1.0
leptin_markers,predicts,brain_imaging_measure,1.0
leptin,measured_by,olink,1.0
leptin,occurs_in,humans,1.0
voxel_based_md_values,occurs_in,skeleton,1.0
crf,measured_by,peak_oxygen_consumption,1.0
executive_functions,part_of,cognitive_domains,1.0
orientation,part_of,cognitive_domains,1.0
structural_equation_models,construct,mediational_hypotheses,1.0
structural_equation_models,test,mediational_hypotheses,1.0
mplus_version,adjust,clustering,1.0
double_mediation_model,examine,adolescent_cognitive_ability,1.0
adolescent_cognitive_ability,predict,alzheimer,1.0
equation_modeling,allow_for,simultaneous_modeling,1.0
equation_modeling,allow,simultaneous_modeling,1.0
multivariate_outcomes,differentiate,direct_effects,1.0
discordant_pairs,consider,relative_levels,1.0
education,beyond,high_school,1.0
dizygotic_dz_twin_controls,share,shared_environmental_influences,1.0
cognitive_complexity,occurs_in,adulthood,1.0
eight_items,describes,early_cognitive_changes,1.0
eight_items,describes,cognitive_changes,1.0
adolescent_cognitive_ability,predicts,alzheimer_s,1.0
cognitive_ability,predicts,alzheimer_s,1.0
occupational_complexity,risk_factor_of,alzheimer_s,1.0
adulthood_education_attainment,risk_factor_of,alzheimer_s,1.0
cognitive_test_scores,measured_by,ntb_cognitive_test_scores,1.0
education,occurs_in,adulthood,1.0
uk_biobank,serve_as,foundation,1.0
mendelian_randomization,occurs_in,genetic_epidemiology,1.0
abstainer,part_of,selection_bias,1.0
exclusions,prevents,cases_of_prevalent_dementia_at_baseline,1.0
exclusions,prevents,cases_of_prevalent_dementia,1.0
exclusions,prevents,prevalent_dementia,1.0
socioeconomic_status,measured_by,townsend_deprivation_index,1.0
smoking_status,measured_by,self_reports,1.0
physical_activity,measured_by,metabolic_equivalent_task,1.0
alcohol,prevents,dementia,1.0
alcohol_drinking,prevents,dementia,1.0
integrative_healthier_lifestyle,prevents,dementia,1.0
metabolite,causes,inflammation,1.0
alcohol,causes,brain_atrophy,1.0
alcohol,causes,neuronal_loss,1.0
genome_wide_associations,occurs_in,uk_biobank,1.0
algorithms,predicts,dementia,1.0
existing_dementia_prediction_models,predicts,dementia,1.0
updated_models,predicts,dementia,1.0
cognitive_decline,treated_by,healthcare,1.0
naming_objects,part_of,alzheimer_s_diseaseas_cog,1.0
constructional_praxis,part_of,alzheimer_s_diseaseas_cog,1.0
delayed_recall_trial,part_of,alzheimer_s_diseaseas_delayed_recall_trial,1.0
delayed_recall_trial,part_of,trial,1.0
number_of_words,part_of,alzheimer_s_diseaseas_delayed_recall_trial,1.0
number_of_words,part_of,delayed_recall_trial,1.0
number_of_words,part_of,trial,1.0
alzheimer_s,causes,delayed_recall,1.0
alzheimer_s_diseaseas,causes,delayed_recall,1.0
visual_scanning,measured_by,tmta,1.0
processing_speed,measured_by,tmta,1.0
planning,measured_by,the_clock_drawing_test,1.0
planning,measured_by,clock_drawing_test,1.0
visual_memory,measured_by,clock_drawing_test,1.0
visual_memory_and_reconstruction,measured_by,the_clock_drawing_test,1.0
visual_memory_and_reconstruction,measured_by,clock_drawing_test,1.0
reconstruction,measured_by,the_clock_drawing_test,1.0
reconstruction,measured_by,clock_drawing_test,1.0
visuospatial_abilities,measured_by,the_clock_drawing_test,1.0
visuospatial_abilities,measured_by,clock_drawing_test,1.0
motor_programming,measured_by,the_clock_drawing_test,1.0
motor_programming,measured_by,clock_drawing_test,1.0
execution,measured_by,the_clock_drawing_test,1.0
execution,measured_by,clock_drawing_test,1.0
cortical_thickness,measured_by,magnetic_resonance_imaging,1.0
alzheimer_s_disease,affects,temporal_regions,1.0
alzheimer_s_disease,causes,atrophy,1.0
cortical_thickness,measured_by,freesurfer,1.0
cortical_thickness,occurs_in,entorhinal,1.0
cortical_thickness,occurs_in,entorhinal_inferior_temporal,1.0
cortical_thickness,occurs_in,inferior_temporal,1.0
cortical_thickness,occurs_in,middle_temporal,1.0
cortical_thickness,occurs_in,fusiform,1.0
cortical_thickness,occurs_in,fusiform_regions,1.0
years_of_education,risk_factor_of,alzheimer_s_diseaseas,1.0
dlb,affects,attention,1.0
dlb,affects,executive_function,1.0
dlb,affects,language,1.0
dlb,affects,behavior,1.0
avid_radiopharmaceuticals,gives,research_support,1.0
biogen,gives,research_support,1.0
eli_lilly,gives,research_support,1.0
eisai,gives,research_support,1.0
fujirebio,gives,research_support,1.0
ge_healthcare,gives,research_support,1.0
pfizer,gives,research_support,1.0
roche,gives,research_support,1.0
control_of_the_following_factors,prevents,dementia,1.0
alcohol_abuse,risk_factor_of,dementia,1.0
childhood_education,prevents,dementia,1.0
learning,occurs_in,adult,1.0
tude,occurs_in,caet,1.0
tude,occurs_in,br_sil,1.0
significant_differences,observe_in,age,1.0
significant_differences,demonstrate_for,immediate_memory,1.0
aging_process,occurs_in,prefrontal_cortex,1.0
dorsolateral_portions,part_of,prefrontal_cortex,1.0
dorsolateral_portions_of_the_prefrontal_cortex,part_of,prefrontal_cortex,1.0
digits_subtest,part_of,wais_iii,1.0
indirect_order,part_of,wais_iii,1.0
digits_forward_span,part_of,wais_iii,1.0
digits_backward_span,part_of,wais_iii,1.0
working_memory,occurs_in,executive_functions,1.0
females,part_of,total_sample,1.0
control_group,part_of,total_sample,1.0
cognitive_aspects,measured_by,five_digit_test,1.0
reading,measured_by,five_digit_test,1.0
reading,measured_by,five_digit_test_reading,1.0
number_of_errors,measured_by,five_digit_test,1.0
subtests,part_of,five_digit_test,1.0
cognitive_deficits_compatible_with_working_memory_impairment,occurs_in,aged,1.0
five_digit_test_shifting,measured_by,five_digit_test_shifting_number_of_errors_instrument,1.0
five_digit_test_shifting,measured_by,number_of_errors,1.0
number_of_errors,measured_by,five_digit_test_shifting_number_of_errors_instrument,1.0
number_of_errors,measured_by,five_digit_test_shifting,1.0
number_of_errors,part_of,five_digit_test_shifting,1.0
errors,measured_by,five_digit_test_shifting_number_of_errors_instrument,1.0
errors,measured_by,five_digit_test_shifting,1.0
exame_cognitivo_de_addenbrooke,occurs_in,duas_capitais_no_nordeste_do_brasil,1.0
exame_cognitivo_de_addenbrooke,occurs_in,nordeste_do_brasil,1.0
diagnostic_accuracy,measured_by,mmse,1.0
mild_cognitive_impairment,affects,adults,1.0
cognitive_changes,occurs_in,brazil_s_older_adults,1.0
investigations,occurs_in,geographical_areas,1.0
appropriate_medical_treatment,improves,cognitive_decline,1.0
medical_treatment,improves,cognitive_decline,1.0
disparities,affects,older_adults,1.0
cognitive_function,measured_by,immediate_recall,1.0
cognitive_function,measured_by,late_recall,1.0
fruit_and_vegetable_consumption,occurs_in,urban_areas,1.0
low_education,occurs_in,middle_aged,1.0
dementia,occurs_in,brazilian_sample,1.0
hypertension,occurs_in,brazilians,1.0
high_systolic_and_diastolic_blood_pressures_values,occurs_in,middle_age,1.0
high_systolic_and_diastolic_blood_pressures,occurs_in,middle_age,1.0
hypertension,treated_by,healthcare,1.0
exercise,improves,executive_functioning,1.0
exercise,improves,attention,1.0
exercise,improves,memory,1.0
mild_cognitive_impairment,treated_by,exercise,1.0
neuroimaging,predicts,disease_progression,1.0
age,risk_factor_of,dlb,1.0
male_sex,risk_factor_of,dlb,1.0
obesity_epidemic,affects,adults,1.0
obesity,associated_with,malnutrition,1.0
malnutrition,affects,children,1.0
malnutrition,affects,adults,1.0
hypertension,affects,older_adults,1.0
smoking,prevents,parkinson_disease,1.0
smoking,risk_factor_of,dlb,1.0
hearing_services,occurs_in,pacific_islands,1.0
depression,occurs_in,aotearoa_new_zealand,1.0
depression,affects,older_aboriginal_people,1.0
depression,affects,aboriginal_people,1.0
psychological_distress,affects,older_aboriginal_people,1.0
sleep_disturbance,treated_by,treatment,1.0
work,occurs_in,aotearoa_new_zealand,1.0
education,risk_factor_of,frontotemporal_dementia,1.0
social_isolation,risk_factor_of,frontotemporal_dementia,1.0
frontotemporal_dementia_prevention_initiative,prevents,frontotemporal_dementia,1.0
autosomal_dominant_pattern_of_inheritance,risk_factor_of,ftd,1.0
genetic_risk,risk_factor_of,ftd,1.0
large_scale_disease_prevention_strategies,prevents,disease,1.0
prevention_strategies,prevents,disease,1.0
disease,treated_by,precision_medicine,1.0
computational_and_statistical_modelling,predicts,progression,1.0
diagnosing_inherited_non_alzheimer_dementia,occurs_in,australasian_region,1.0
cognitive_training,part_of,multi_domain_intervention_trial,1.0
collaborative_health_and_social_care_approach,occurs_in,community,1.0
health_and_social_care_approach,occurs_in,community,1.0
disease_modifying_therapies,occurs_in,united_states_of_america,1.0
cdr_sob,assess,severity,1.0
cognitive_impairments,associate,dementia,1.0
hearing_impairments,measured_by,audiometer_tests,1.0
outer_hair_cells,part_of,cochlea,1.0
cognitive_and_functional_impairments,associated_with,dementia,1.0
functional_impairments,associated_with,dementia,1.0
dementia,causes,cognitive_and_functional_impairments,1.0
dementia,causes,functional_impairments,1.0
hearing_thresholds,occurs_in,ears,1.0
detectable_dpoaes,occurs_in,ear,1.0
dpoaes,occurs_in,ear,1.0
dpoae,occurs_in,ear,1.0
contiguous_images,occurs_in,entire_brain,1.0
contiguous_images,occurs_in,brain,1.0
total_gray_and_white_matter,part_of,brain,1.0
gray_and_white_matter,part_of,brain,1.0
gray,part_of,brain,1.0
subcortical_gray_matter,part_of,brain,1.0
dpoae,occurs_in,both_ears,1.0
dpoae,occurs_in,ears,1.0
volumetric_changes,measured_by,mri,1.0
audiometric,measured_by,subjective_behavioral_responses,1.0
pure_tone,measured_by,subjective_behavioral_responses,1.0
hippocampus,part_of,brain_structures,1.0
traffic_noise,occurs_in,residential_areas,1.0
hearing_loss,treated_by,use_of_hearing_aids,1.0
strenuous_exercise,affects,nervous_system,1.0
peripheral_glial_fibrillary_acidic_protein,predicts,risk_of_dementia,1.0
peripheral_glial_fibrillary_acidic_protein,predicts,dementia,1.0
gfap,predicts,risk_of_dementia,1.0
neurofilament_light_chain,predicts,risk_of_dementia,1.0
neurofilament_light_chain,predicts,dementia,1.0
nfl,predicts,risk_of_dementia,1.0
nfl,predicts,dementia,1.0
gfap,measured_by,olink_s_assay,1.0
nfl,measured_by,olink_s_assay,1.0
higher_education_level,risk_factor_of,dementia,1.0
dementia_risk_scorem,predicts,allcause_dementia,1.0
dementia_risk_scorem,predicts,dementia,1.0
nfl,predicts,all_cause_dementia,1.0
incident_dementia,use,cox,1.0
conditional_cox_regression_models,represent,hazard,1.0
fdr,correct,multiple_testing,1.0
lca,identify,clusters,1.0
clusters,compare,performance,1.0
validation_datasets,identify,clusters,1.0
prs,for,dementia,1.0
stratified_analyses,accord,apoe,1.0
prs,represent,genetic_determinants,1.0
dementia,occurs_in,brain,1.0
uk_biobank,occurs_in,community_based,1.0
psychosocial_items,risk_factor_of,dementia,1.0
genes,associated_with,phenotypes,1.0
psychosocial_items,associated_with,incident_dementia,1.0
attained_age,risk_factor_of,incident_dementia,1.0
attained_age,risk_factor_of,dementia,1.0
comorbid_depression,occurs_in,dementia,1.0
major_depressive_episodes,occurs_in,middle_age,1.0
sociodemographic_covariates,include,age,1.0
lifestyle_covariates,include,smoking_status,1.0
lifestyle_covariates,include,smoking,1.0
trained_health_technicians,assess,bmi,1.0
related_covariates,include,hypertension,1.0
arachidic_acid,associated_with,cognitive_function,1.0
docosanoic_acid,associated_with,cognitive_function,1.0
tricosanoic_acid,associated_with,cognitive_function,1.0
lignoceric_acid,associated_with,cognitive_function,1.0
biological_processes,occurs_in,brain,1.0
digit_symbol_substitution_test,part_of,wais_iii,1.0
hypertension,treated_by,physician,1.0
hypertension,treated_by,other_health_care_professional,1.0
hypertension,treated_by,health_care_professional,1.0
diabetes_mellitus,treated_by,physician,1.0
diabetes_mellitus,treated_by,other_health_care_professional,1.0
diabetes_mellitus,treated_by,health_care_professional,1.0
stroke,treated_by,physician,1.0
stroke,treated_by,other_health_care_professional,1.0
stroke,treated_by,health_care_professional,1.0
chd,treated_by,physician,1.0
chd,treated_by,other_health_care_professional,1.0
chd,treated_by,health_care_professional,1.0
vlsfas,associated_with,sex,1.0
vlsfas,associated_with,education,1.0
vlsfas,associated_with,alcohol_intake,1.0
sex,risk_factor_of,alzheimer_s_disease_dr,1.0
race,risk_factor_of,alzheimer_s_disease_dr,1.0
education,risk_factor_of,alzheimer_s_disease_dr,1.0
bmi,risk_factor_of,alzheimer_s_disease_dr,1.0
cardiovascular_disease,occurs_in,older_adults,1.0
ceramides,associated_with,dementia,1.0
ceramides,associated_with,atherosclerosis,1.0
blood_samples,collect_for,genotyping,1.0
sex,include_as,dummy_variable,1.0
self_report,determine,diabetes_mellitus,1.0
low_socioeconomic_status,measured_by,educational_attainment,1.0
low_socioeconomic_status,measured_by,income_level,1.0
low_socioeconomic_status,measured_by,employment_status,1.0
brain_regions,associated_with,ses,1.0
brain_regions,associated_with,lifestyle,1.0
household_income,risk_factor_of,dementia_free,1.0
education_qualifications,risk_factor_of,dementia_free,1.0
physical_activity,risk_factor_of,dementia_free,1.0
fruit,part_of,healthy_diet,1.0
fruit,part_of,diet,1.0
vegetables,part_of,diet,1.0
whole_grains,part_of,diet,1.0
fish,part_of,diet,1.0
dairy_products,part_of,diet,1.0
vegetable_oils,part_of,diet,1.0
sociodemographic_variables,associated_with,dementia,1.0
potential_confounding_variables,associated_with,dementia,1.0
ses,associated_with,dementia,1.0
self_reported_depressive_symptom,measured_by,self_reported,1.0
self_reported_depressive_symptom,measured_by,question,1.0
depressive_symptom,measured_by,self_reported,1.0
diabetes_mellitus,measured_by,self_report,1.0
diabetes_mellitus,treated_by,antidiabetic_medications,1.0
diabetes_mellitus,treated_by,medications,1.0
history_of_stroke,measured_by,selfreported,1.0
stroke,measured_by,selfreported,1.0
targeted_dementia_prevention_programs,prevents,dementia,1.0
tailored_lifestyle_programs,prevents,dementia,1.0
lifestyle_programs,prevents,dementia,1.0
high_ses,associated_with,dementia,1.0
dementia,affects,global_brain_regions,1.0
temporal_cortex,part_of,brain_regions,1.0
thalamus,part_of,brain_regions,1.0
putamen,part_of,brain_regions,1.0
preclinical_dementia,affects,lifestyles,1.0
dementia,affects,lifestyles,1.0
brain_structural_alterations,occurs_in,brain,1.0
white_matter_hyperintensity,measured_by,volume,1.0
dementia,affects,elderly_people,1.0
cardiovascular_diseases,occurs_in,older_adults,1.0
retinal,part_of,visual_pathway,1.0
caffeine,causes,morphological_change,1.0
healthcare_providers,gives,psychological_support,1.0
preventive_strategies,occurs_in,everyday_clinical_practice,1.0
sarcopenia,occurs_in,geriatric_condition,1.0
sarcopenia,occurs_in,older_people,1.0
cerebral_peduncle,part_of,brainstem_tracts,1.0
cerebral_peduncle,part_of,brainstem,1.0
superior_cerebellar_peduncle,part_of,brainstem_tracts,1.0
superior_cerebellar_peduncle,part_of,brainstem,1.0
temporal,part_of,cortical_regions,1.0
insulin,affects,skeletal_muscle,1.0
protective_factors,prevents,dementia,1.0
grey,part_of,brain,1.0
sub_sample,part_of,uk_biobank,1.0
dementia,affects,societies,1.0
polygenic_risk_score,occurs_in,clinical_practice,1.0
early_primary_and_precise_prevention_strategies,prevents,dementia,1.0
primary_and_precise_prevention_strategies,prevents,dementia,1.0
precise_prevention_strategies,prevents,dementia,1.0
frontal,part_of,central_nervous_system,1.0
parietal_cortex,part_of,central_nervous_system,1.0
low_levels_of_physical_activity,occurs_in,elderly,1.0
different_strategies,prevents,dementia,1.0
age,risk_factor_of,comorbidities,1.0
income_level,risk_factor_of,comorbidities,1.0
income_level,risk_factor_of,hypertension,1.0
education_level,risk_factor_of,comorbidities,1.0
marital_status,risk_factor_of,comorbidities,1.0
marital_status,risk_factor_of,hypertension,1.0
type_of_health_insurance,risk_factor_of,comorbidities,1.0
type_of_health_insurance,risk_factor_of,hypertension,1.0
residential_area,risk_factor_of,comorbidities,1.0
residential_area,risk_factor_of,hypertension,1.0
smoking,risk_factor_of,comorbidities,1.0
alcohol_consumption,risk_factor_of,comorbidities,1.0
alcohol_consumption,risk_factor_of,hypertension,1.0
employment_status,risk_factor_of,comorbidities,1.0
employment_status,risk_factor_of,hypertension,1.0
sex,risk_factor_of,depression,1.0
income_level,risk_factor_of,depression,1.0
educational_level,risk_factor_of,depression,1.0
marital_status,risk_factor_of,depression,1.0
type_of_insurance,risk_factor_of,depression,1.0
residential_area,risk_factor_of,depression,1.0
smoking,risk_factor_of,depression,1.0
smoking_and_alcohol_consumption,risk_factor_of,depression,1.0
alcohol_consumption,risk_factor_of,depression,1.0
presence_of_comorbidities,risk_factor_of,depression,1.0
comorbidities,risk_factor_of,depression,1.0
regular_physical_activity,risk_factor_of,depression,1.0
adl,risk_factor_of,depression,1.0
employment_status,risk_factor_of,depression,1.0
depressive_states,occurs_in,korea,1.0
depressive_symptoms,occurs_in,middle_age,1.0
antidepressants,prevents,cognitive_function_decline,1.0
selection,leads_to,bias,1.0
migraine,causes,recurrent_headaches,1.0
migraine,causes,headaches,1.0
alzheimer_s_disease,occurs_in,uk_biobank,1.0
sex,risk_factor_of,mortality,1.0
race,risk_factor_of,mortality,1.0
education,risk_factor_of,mortality,1.0
